Chromosome	Start	End	Strand	Gene	Transcription_Start_Site	Transcript_type
chrY	21534879	21549326	+	RBMY1A1	21534879	protein_coding
chrY	9337464	9340284	+	TSPY4	9337464	protein_coding
chrY	9337464	9340284	+	TSPY4	9337510	protein_coding
chrY	9357797	9360599	+	TSPY8	9357797	protein_coding
chrY	9357797	9360599	+	TSPY8	9357843	protein_coding
chrY	9398421	9401223	+	TSPY3	9398421	protein_coding
chrY	9398421	9401223	+	TSPY3	9398467	protein_coding
chrY	9466955	9469749	+	TSPY1	9466955	protein_coding
chrY	9487267	9490081	+	TSPY9	9487267	protein_coding
chrY	9527880	9530682	+	TSPY10	9527880	protein_coding
chrY	9527880	9530682	+	TSPY10	9527926	protein_coding
chrY	6246223	6249019	+	TSPY2	6246223	protein_coding
chrY	6246223	6249019	+	TSPY2	6246269	protein_coding
chrY	21880076	21894526	-	RBMY1D	21894526	protein_coding
chrY	21880076	21894526	-	RBMY1D	21894439	protein_coding
chrY	21903618	21918042	-	RBMY1E	21918032	protein_coding
chrY	22168542	22182982	-	RBMY1F	22182923	protein_coding
chrY	22168542	22182982	-	RBMY1F	22182982	protein_coding
chrY	22403410	22417881	+	RBMY1J	22403410	protein_coding
chrY	14522573	14845654	+	NLGN4Y	14522573	protein_coding
chrY	14522573	14845654	+	NLGN4Y	14522752	protein_coding
chrY	14522573	14845654	+	NLGN4Y	14523746	protein_coding
chrY	14522573	14845654	+	NLGN4Y	14523967	protein_coding
chrY	14522573	14845654	+	NLGN4Y	14524529	protein_coding
chrY	14522573	14845654	+	NLGN4Y	14524574	protein_coding
chrY	14522573	14845654	+	NLGN4Y	14622181	protein_coding
chrY	14522573	14845654	+	NLGN4Y	14524544	protein_coding
chrY	14522573	14845654	+	NLGN4Y	14524622	protein_coding
chrY	14522573	14845654	+	NLGN4Y	14524506	protein_coding
chrY	14522573	14845654	+	NLGN4Y	14622009	protein_coding
chrY	14522573	14845654	+	NLGN4Y	14522808	protein_coding
chrY	14522573	14845654	+	NLGN4Y	14522618	protein_coding
chrY	14522573	14845654	+	NLGN4Y	14522637	protein_coding
chrY	14522573	14845654	+	NLGN4Y	14522848	protein_coding
chrY	14522573	14845654	+	NLGN4Y	14524806	protein_coding
chrY	14522573	14845654	+	NLGN4Y	14522620	protein_coding
chrY	14522573	14845654	+	NLGN4Y	14524347	protein_coding
chrY	14522573	14845654	+	NLGN4Y	14524531	protein_coding
chrY	14522573	14845654	+	NLGN4Y	14522616	protein_coding
chrY	14522573	14845654	+	NLGN4Y	14523522	protein_coding
chrY	14522573	14845654	+	NLGN4Y	14522650	protein_coding
chrY	14522573	14845654	+	NLGN4Y	14523358	protein_coding
chrY	14522573	14845654	+	NLGN4Y	14524323	protein_coding
chrY	14522573	14845654	+	NLGN4Y	14524542	protein_coding
chrY	14522573	14845654	+	NLGN4Y	14560592	protein_coding
chrY	12904108	12920478	+	DDX3Y	12904108	protein_coding
chrY	12904108	12920478	+	DDX3Y	12904118	protein_coding
chrY	12904108	12920478	+	DDX3Y	12904868	protein_coding
chrY	12904108	12920478	+	DDX3Y	12905738	protein_coding
chrY	12904108	12920478	+	DDX3Y	12904791	protein_coding
chrY	12904108	12920478	+	DDX3Y	12904812	protein_coding
chrY	12904108	12920478	+	DDX3Y	12904811	protein_coding
chrY	12904108	12920478	+	DDX3Y	12904823	protein_coding
chrY	12904108	12920478	+	DDX3Y	12904844	protein_coding
chrY	12904108	12920478	+	DDX3Y	12904833	protein_coding
chrY	12904108	12920478	+	DDX3Y	12904882	protein_coding
chrY	12537650	12860852	+	USP9Y	12662368	protein_coding
chrY	12537650	12860852	+	USP9Y	12701231	protein_coding
chrY	12537650	12860852	+	USP9Y	12847045	protein_coding
chrY	12537650	12860852	+	USP9Y	12662274	protein_coding
chrY	12537650	12860852	+	USP9Y	12662256	protein_coding
chrY	12537650	12860852	+	USP9Y	12662358	protein_coding
chrY	12537650	12860852	+	USP9Y	12662356	protein_coding
chrY	12537650	12860852	+	USP9Y	12662501	protein_coding
chrY	12537650	12860852	+	USP9Y	12662507	protein_coding
chrY	12537650	12860852	+	USP9Y	12664646	protein_coding
chrY	12537650	12860852	+	USP9Y	12662322	protein_coding
chrY	13234577	13480673	-	UTY	13480673	protein_coding
chrY	13234577	13480673	-	UTY	13480033	protein_coding
chrY	13234577	13480673	-	UTY	13479991	protein_coding
chrY	13234577	13480673	-	UTY	13479665	protein_coding
chrY	13234577	13480673	-	UTY	13480670	protein_coding
chrY	13234577	13480673	-	UTY	13479978	protein_coding
chrY	13234577	13480673	-	UTY	13480003	protein_coding
chrY	13234577	13480673	-	UTY	13479962	protein_coding
chrY	13234577	13480673	-	UTY	13480014	protein_coding
chrY	13234577	13480673	-	UTY	13479960	protein_coding
chrY	19703865	19744989	-	KDM5D	19744726	protein_coding
chrY	19703865	19744989	-	KDM5D	19744939	protein_coding
chrY	19703865	19744989	-	KDM5D	19744761	protein_coding
chrY	19703865	19744989	-	KDM5D	19744923	protein_coding
chrY	19703865	19744989	-	KDM5D	19708949	protein_coding
chrY	19703865	19744989	-	KDM5D	19744711	protein_coding
chrY	19703865	19744989	-	KDM5D	19744938	protein_coding
chrY	19703865	19744989	-	KDM5D	19744956	protein_coding
chrY	19703865	19744989	-	KDM5D	19744733	protein_coding
chrY	19703865	19744989	-	KDM5D	19744728	protein_coding
chrY	19703865	19744989	-	KDM5D	19744723	protein_coding
chrY	19703865	19744989	-	KDM5D	19744989	protein_coding
chrY	19703865	19744989	-	KDM5D	19744949	protein_coding
chrY	19703865	19744989	-	KDM5D	19744763	protein_coding
chrY	19703865	19744989	-	KDM5D	19744743	protein_coding
chrY	19703865	19744989	-	KDM5D	19744722	protein_coding
chrY	2935281	2982512	+	ZFY	2935281	protein_coding
chrY	2935281	2982512	+	ZFY	2935381	protein_coding
chrY	2935281	2982512	+	ZFY	2935389	protein_coding
chrY	2935281	2982512	+	ZFY	2935505	protein_coding
chrY	2935281	2982512	+	ZFY	2935651	protein_coding
chrY	2935281	2982512	+	ZFY	2935366	protein_coding
chrY	20575694	20593154	+	EIF1AY	20575776	protein_coding
chrY	20575694	20593154	+	EIF1AY	20575794	protein_coding
chrY	20575694	20593154	+	EIF1AY	20575709	protein_coding
chrY	20575694	20593154	+	EIF1AY	20575725	protein_coding
chrY	20575694	20593154	+	EIF1AY	20575694	protein_coding
chrY	20575694	20593154	+	EIF1AY	20575708	protein_coding
chrY	20575694	20593154	+	EIF1AY	20575713	protein_coding
chrY	20575694	20593154	+	EIF1AY	20575739	protein_coding
chrY	20575694	20593154	+	EIF1AY	20575732	protein_coding
chr21	18269116	18485879	-	TMPRSS15	18403785	protein_coding
chr21	18269116	18485879	-	TMPRSS15	18485879	protein_coding
chr21	18269116	18485879	-	TMPRSS15	18460731	protein_coding
chr21	30289145	30289514	-	KRTAP25-1	30289514	protein_coding
chr21	30165565	30166805	-	CLDN17	30166805	protein_coding
chr21	30281309	30282950	-	KRTAP24-1	30282950	protein_coding
chr21	20998409	21543329	+	NCAM2	20998409	protein_coding
chr21	20998409	21543329	+	NCAM2	21280576	protein_coding
chr21	30214006	30216097	-	CLDN8	30216097	protein_coding
chr21	36320189	36386148	+	MORC3	36320197	protein_coding
chr21	17901263	18267373	+	CHODL	17901263	protein_coding
chr21	17901263	18267373	+	CHODL	17917340	protein_coding
chr21	17901263	18267373	+	CHODL	18244833	protein_coding
chr21	17901263	18267373	+	CHODL	18245875	protein_coding
chr21	17901263	18267373	+	CHODL	18256502	protein_coding
chr21	33584687	33931607	-		33931607	protein_coding
chr21	36069941	36073166	+	CBR1	36069941	protein_coding
chr21	36069941	36073166	+	CBR1	36070015	protein_coding
chr21	36069941	36073166	+	CBR1	36070024	protein_coding
chr21	36069941	36073166	+	CBR1	36070035	protein_coding
chr21	32402511	32612865	-	CFAP298-TCP10L	32612586	protein_coding
chr21	32402511	32612865	-	CFAP298-TCP10L	32612865	protein_coding
chr21	32402511	32612865	-	CFAP298-TCP10L	32612535	protein_coding
chr21	32402511	32612865	-	CFAP298-TCP10L	32609856	protein_coding
chr21	32402511	32612865	-	CFAP298-TCP10L	32612146	protein_coding
chr21	32402511	32612865	-	CFAP298-TCP10L	32607698	protein_coding
chr21	36699115	36749917	+	SIM2	36699115	protein_coding
chr21	36699115	36749917	+	SIM2	36709181	protein_coding
chr21	36699115	36749917	+	SIM2	36712566	protein_coding
chr21	37006150	37019662	+	RIPPLY3	37006702	protein_coding
chr21	43659560	43696079	+	RRP1B	43659560	protein_coding
chr21	43865223	43987592	+	AGPAT3	43865223	protein_coding
chr21	43865223	43987592	+	AGPAT3	43867242	protein_coding
chr21	43865223	43987592	+	AGPAT3	43882544	protein_coding
chr21	43865223	43987592	+	AGPAT3	43903891	protein_coding
chr21	43865223	43987592	+	AGPAT3	43916272	protein_coding
chr21	43865223	43987592	+	AGPAT3	43925008	protein_coding
chr21	43865223	43987592	+	AGPAT3	43946930	protein_coding
chr21	43865223	43987592	+	AGPAT3	43946950	protein_coding
chr21	43865223	43987592	+	AGPAT3	43947006	protein_coding
chr21	43865223	43987592	+	AGPAT3	43950687	protein_coding
chr21	43865223	43987592	+	AGPAT3	43954548	protein_coding
chr21	10521553	10606140	+	TPTE	10521553	protein_coding
chr21	10521553	10606140	+	TPTE	10521572	protein_coding
chr21	10521553	10606140	+	TPTE	10521583	protein_coding
chr21	10521553	10606140	+	TPTE	10521575	protein_coding
chr21	39380332	39515506	+	GET1-SH3BGR	39380332	protein_coding
chr21	39867438	39929397	+	PCP4	39867438	protein_coding
chr21	40010999	40847158	-	DSCAM	40847158	protein_coding
chr21	40010999	40847158	-	DSCAM	40369270	protein_coding
chr21	40010999	40847158	-	DSCAM	40353654	protein_coding
chr21	41739369	41767089	-	RIPK4	41767089	protein_coding
chr21	41739369	41767089	-	RIPK4	41767052	protein_coding
chr21	42346357	42350997	-	TFF2	42350994	protein_coding
chr21	42362282	42366535	-	TFF1	42366535	protein_coding
chr21	42403447	42447684	+	UBASH3A	42403447	protein_coding
chr21	42403447	42447684	+	UBASH3A	42403862	protein_coding
chr21	42403447	42447684	+	UBASH3A	42403902	protein_coding
chr21	42403447	42447684	+	UBASH3A	42403917	protein_coding
chr21	43565182	43565648	+	H2BC12L	43565182	protein_coding
chr21	44246339	44262216	-	DNMT3L	44261897	protein_coding
chr21	44246339	44262216	-	DNMT3L	44262216	protein_coding
chr21	44246339	44262216	-	DNMT3L	44261882	protein_coding
chr21	44328944	44339402	-	CFAP410	44339390	protein_coding
chr21	44328944	44339402	-	CFAP410	44339393	protein_coding
chr21	44328944	44339402	-	CFAP410	44339402	protein_coding
chr21	44538981	44540195	-	KRTAP10-1	44540195	protein_coding
chr21	44550357	44551505	-	KRTAP10-2	44551505	protein_coding
chr21	44557790	44558795	-	KRTAP10-3	44558795	protein_coding
chr21	44579455	44580604	-	KRTAP10-5	44580604	protein_coding
chr21	44591268	44592505	-	KRTAP10-6	44592505	protein_coding
chr21	44600597	44602174	+	KRTAP10-7	44600597	protein_coding
chr21	44612079	44612954	+	KRTAP10-8	44612079	protein_coding
chr21	44637356	44638455	+	KRTAP10-10	44637356	protein_coding
chr21	44646414	44647650	+	KRTAP10-11	44646414	protein_coding
chr21	44654213	44654659	-	KRTAP12-4	44654659	protein_coding
chr21	44657932	44658341	+	KRTAP12-3	44657932	protein_coding
chr21	44666189	44666927	-	KRTAP12-2	44666927	protein_coding
chr21	44681576	44682163	-	KRTAP12-1	44682163	protein_coding
chr21	33070141	33072413	+	OLIG1	33070141	protein_coding
chr21	33070141	33072413	+	OLIG1	33070965	protein_coding
chr21	13609777	13645823	+	POTED	13609777	protein_coding
chr21	13609777	13645823	+	POTED	13609858	protein_coding
chr21	42062959	42143453	+	UMODL1	42062959	protein_coding
chr21	42062959	42143453	+	UMODL1	42071317	protein_coding
chr21	30812697	30813274	-	KRTAP8-1	30813274	protein_coding
chr21	30829039	30829759	-	KRTAP7-1	30829759	protein_coding
chr21	30880644	30881580	-	KRTAP11-1	30881580	protein_coding
chr21	31038159	31038476	-	KRTAP19-8	31038476	protein_coding
chr21	42916803	42925630	-	ERVH48-1	42925630	protein_coding
chr21	14108813	14210955	-	LIPI	14210955	protein_coding
chr21	14108813	14210955	-	LIPI	14210884	protein_coding
chr21	14108813	14210955	-	LIPI	14210891	protein_coding
chr21	44627093	44628378	+	KRTAP10-9	44627093	protein_coding
chr21	44573729	44575371	+	KRTAP10-4	44573729	protein_coding
chr21	39745183	39802081	+	IGSF5	39745183	protein_coding
chr21	46235133	46286297	-	MCM3AP	46285611	protein_coding
chr21	46235133	46286297	-	MCM3AP	46286297	protein_coding
chr21	46235133	46286297	-	MCM3AP	46286184	protein_coding
chr13	72708367	72727629	-	MZT1	72727629	protein_coding
chr13	45534522	45615739	-	ERICH6B	45615739	protein_coding
chr13	69700594	70108493	-	KLHL1	70108452	protein_coding
chr13	69700594	70108493	-	KLHL1	70108493	protein_coding
chr21	37073226	37203112	+	TTC3	37073226	protein_coding
chr21	37073226	37203112	+	TTC3	37073254	protein_coding
chr21	37073226	37203112	+	TTC3	37073267	protein_coding
chr21	37073226	37203112	+	TTC3	37073274	protein_coding
chr21	37073226	37203112	+	TTC3	37073277	protein_coding
chr21	37073226	37203112	+	TTC3	37073281	protein_coding
chr21	37073226	37203112	+	TTC3	37073290	protein_coding
chr21	37073226	37203112	+	TTC3	37073348	protein_coding
chr21	37073226	37203112	+	TTC3	37081596	protein_coding
chr21	37073226	37203112	+	TTC3	37085790	protein_coding
chr21	37073226	37203112	+	TTC3	37144560	protein_coding
chr21	37073226	37203112	+	TTC3	37191334	protein_coding
chr13	38687077	38887131	+	FREM2	38687077	protein_coding
chr13	57147488	57150509	+	PRR20B	57147488	protein_coding
chr13	57160632	57163653	+	PRR20D	57160632	protein_coding
chr13	57167197	57170218	+	PRR20E	57167197	protein_coding
chr13	45702320	45714559	+	CBY2	45702320	protein_coding
chr13	45702320	45714559	+	CBY2	45703128	protein_coding
chr13	45702320	45714559	+	CBY2	45702469	protein_coding
chr13	78598362	78603552	-	POU4F1	78603552	protein_coding
chr13	39038306	39050109	+	NHLRC3	39038311	protein_coding
chr13	39038306	39050109	+	NHLRC3	39038456	protein_coding
chr13	39038306	39050109	+	NHLRC3	39038391	protein_coding
chr13	53028813	53052057	+	OLFM4	53028813	protein_coding
chr13	57140918	57143939	+	PRR20A	57140918	protein_coding
chr13	59665583	60163928	-	DIAPH3	60163928	protein_coding
chr13	59665583	60163928	-	DIAPH3	60163766	protein_coding
chr13	59665583	60163928	-	DIAPH3	60013209	protein_coding
chr13	59665583	60163928	-	DIAPH3	60013178	protein_coding
chr21	30319124	30320315	-	KRTAP26-1	30320315	protein_coding
chr21	30337013	30337694	-	KRTAP27-1	30337694	protein_coding
chr21	30371390	30372271	-	KRTAP13-2	30372271	protein_coding
chr21	30396031	30396822	+	KRTAP13-1	30396031	protein_coding
chr21	30440275	30440869	+	KRTAP15-1	30440275	protein_coding
chr21	30479706	30480367	-	KRTAP19-1	30480367	protein_coding
chr21	30487043	30487436	-	KRTAP19-2	30487436	protein_coding
chr21	30491462	30492013	-	KRTAP19-3	30492013	protein_coding
chr21	30496824	30497165	-	KRTAP19-4	30497165	protein_coding
chr21	30501657	30502141	-	KRTAP19-5	30502141	protein_coding
